poll_info,year,state,Obama,Romney,Undecided,Other,poll_id,pollster,start_date,end_date,sample_subpopulation,sample_size,mode,partisanship,partisan_affiliation,days_to_election,poll_key,Trump,Clinton,Johnson,McMullin
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,11,4,26637,DFM Research (D-SMART),2016-10-27,2016-11-01,Likely Voters,508,Live Phone,Sponsor,Dem,7,2016_26637_missouri,47,38,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,4,7,26600,Monmouth University,2016-10-28,2016-10-31,Likely Voters,405,Live Phone,Nonpartisan,None,8,2016_26600_missouri,52,38,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,2,13,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,671,Internet,Nonpartisan,None,8,2016_26596_missouri,46,39,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,NA,4,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,374,Internet,Nonpartisan,None,10,2016_26592_missouri,53,44,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,7,4,26518,Mason-Dixon/Post-Dispatch,2016-10-24,2016-10-26,Likely Voters,625,Live Phone,Nonpartisan,None,13,2016_26518_missouri,47,42,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,2,12,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,716,Internet,Nonpartisan,None,15,2016_26441_missouri,50,36,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,16,NA,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,812,Internet,Nonpartisan,None,26,2016_26344_missouri,48,36,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,5,8,26146,Monmouth University,2016-10-09,2016-10-11,Likely Voters,406,Live Phone,Nonpartisan,None,28,2016_26146_missouri,46,41,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,14,NA,26118,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,871,Internet,Nonpartisan,None,33,2016_26118_missouri,49,37,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,7,9,25646,CBS/YouGov,2016-09-21,2016-09-23,Likely Voters,1087,Internet,Nonpartisan,None,46,2016_25646_missouri,46,37,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,11,NA,25558,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,693,Internet,Nonpartisan,None,54,2016_25558_missouri,53,36,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,9,NA,25375,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,1801,Internet,Nonpartisan,None,68,2016_25375_missouri,51,41,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,11,NA,25316,PPP (D-NELP),2016-08-26,2016-08-27,Likely Voters,1055,IVR/Online,Sponsor,Dem,73,2016_25316_missouri,47,41,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,5,9,25240,Monmouth University,2016-08-19,2016-08-22,Likely Voters,401,Live Phone,Nonpartisan,None,78,2016_25240_missouri,44,43,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,13,NA,25196,PPP (D-Protect Missouri Families),2016-08-08,2016-08-09,Likely Voters,947,IVR/Online,Sponsor,Dem,91,2016_25196_missouri,45,42,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,9,10,24994,Mason-Dixon,2016-07-23,2016-07-24,Likely Voters,625,Live Phone,Nonpartisan,None,107,2016_24994_missouri,40,41,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,7,8,24977,SurveyUSA/KSDK,2016-07-20,2016-07-24,Likely Voters,1943,Mixed,Nonpartisan,None,107,2016_24977_missouri,47,37,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,10,8,24901,PPP (D),2016-07-11,2016-07-12,Likely Voters,959,IVR/Online,Pollster,Dem,119,2016_24901_missouri,46,36,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,11,8,24188,DFM Research (D-United Transportation Union),2016-03-17,2016-03-24,Likely Voters,674,Live Phone,Sponsor,Dem,229,2016_24188_missouri,40,42,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,19,NA,24056,Fort Hays State University,2016-03-03,2016-03-10,Adults,475,Live Phone,Nonpartisan,None,243,2016_24056_missouri,43,38,NA,NA
2016-missouri-president-trump-vs-clinton,2016,missouri,NA,NA,13,NA,22555,PPP (D),2015-08-07,2015-08-09,Likely Voters,859,Automated Phone,Pollster,Dem,457,2016_22555_missouri,48,39,NA,NA
2016-maryland-president-trump-vs-clinton,2016,maryland,NA,NA,2,10,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1216,Internet,Nonpartisan,None,1,2016_26807_maryland,28,59,NA,NA
2016-maryland-president-trump-vs-clinton,2016,maryland,NA,NA,NA,6,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,329,Internet,Nonpartisan,None,2,2016_26793_maryland,38,56,NA,NA
2016-maryland-president-trump-vs-clinton,2016,maryland,NA,NA,10,NA,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,720,Internet,Nonpartisan,None,2,2016_26806_maryland,34,56,NA,NA
2016-maryland-president-trump-vs-clinton,2016,maryland,NA,NA,2,8,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,740,Internet,Nonpartisan,None,8,2016_26596_maryland,27,63,NA,NA
2016-maryland-president-trump-vs-clinton,2016,maryland,NA,NA,NA,4,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,330,Internet,Nonpartisan,None,10,2016_26592_maryland,38,58,NA,NA
2016-maryland-president-trump-vs-clinton,2016,maryland,NA,NA,2,9,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,915,Internet,Nonpartisan,None,15,2016_26441_maryland,27,61,NA,NA
2016-maryland-president-trump-vs-clinton,2016,maryland,NA,NA,14,NA,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,686,Internet,Nonpartisan,None,26,2016_26344_maryland,32,54,NA,NA
2016-maryland-president-trump-vs-clinton,2016,maryland,NA,NA,15,NA,26113,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,705,Internet,Nonpartisan,None,33,2016_26113_maryland,32,53,NA,NA
2016-maryland-president-trump-vs-clinton,2016,maryland,NA,NA,2,6,25976,Washington Post/University of Maryland,2016-09-27,2016-09-30,Likely Voters,706,Live Phone,Nonpartisan,None,39,2016_25976_maryland,27,63,NA,NA
2016-maryland-president-trump-vs-clinton,2016,maryland,NA,NA,9,8,25625,Goucher College/Sarah T. Hughes Field Politics Center,2016-09-17,2016-09-20,Likely Voters,514,Live Phone,Nonpartisan,None,49,2016_25625_maryland,25,58,NA,NA
2016-maryland-president-trump-vs-clinton,2016,maryland,NA,NA,18,NA,25553,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,525,Internet,Nonpartisan,None,54,2016_25553_maryland,29,53,NA,NA
2016-maryland-president-trump-vs-clinton,2016,maryland,NA,NA,8,NA,25371,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,1199,Internet,Nonpartisan,None,68,2016_25371_maryland,31,61,NA,NA
2016-maryland-president-trump-vs-clinton,2016,maryland,NA,NA,12,10,25400,Baltimore Sun/University of Baltimore/OpinionWorks,2016-08-18,2016-08-30,Likely Voters,756,Live Phone,Nonpartisan,None,70,2016_25400_maryland,25,54,NA,NA
2016-maryland-president-trump-vs-clinton,2016,maryland,NA,NA,11,NA,24314,PPP (D),2016-04-15,2016-04-17,Likely Voters,879,IVR/Online,Pollster,Dem,205,2016_24314_maryland,28,61,NA,NA
2016-maryland-president-trump-vs-clinton,2016,maryland,NA,NA,10,NA,24262,NBC4/Marist,2016-04-05,2016-04-09,Registered Voters,2563,Live Phone,Nonpartisan,None,213,2016_24262_maryland,27,63,NA,NA
2016-maryland-president-trump-vs-clinton,2016,maryland,NA,NA,4,5,24223,Washington Post/University of Maryland,2016-03-30,2016-04-03,Registered Voters,NA,Live Phone,Nonpartisan,None,219,2016_24223_maryland,28,63,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,2,3,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,3145,Internet,Nonpartisan,None,1,2016_26807_michigan,42,44,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,NA,6,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,334,Internet,Nonpartisan,None,2,2016_26793_michigan,45,49,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,9,NA,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,609,Internet,Nonpartisan,None,2,2016_26806_michigan,45,46,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,6,2,26722,PPP (D),2016-11-03,2016-11-04,Likely Voters,957,IVR/Online,Pollster,Dem,4,2016_26722_michigan,41,46,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,3,5,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,1649,Internet,Nonpartisan,None,8,2016_26596_michigan,42,43,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,10,6,26626,Michigan State University,2016-09-01,2016-10-30,Likely Voters,746,Live Phone,Nonpartisan,None,9,2016_26626_michigan,32,52,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,NA,4,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,337,Internet,Nonpartisan,None,10,2016_26592_michigan,46,51,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,15,1,26500,EPIC-MRA/Detroit Free Press/WXYZ-TV,2016-10-22,2016-10-24,Likely Voters,600,Live Phone,Nonpartisan,None,15,2016_26500_michigan,37,45,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,4,4,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,1663,Internet,Nonpartisan,None,15,2016_26441_michigan,40,44,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,12,8,26365,Marketing Resource Group (R),2016-10-16,2016-10-19,Likely Voters,600,Live Phone,Pollster,Rep,20,2016_26365_michigan,36,41,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,15,9,26657,Ipsos/Reuters,2016-10-06,2016-10-17,Likely Voters,1370,Internet,Nonpartisan,None,22,2016_26657_michigan,36,40,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,8,NA,26246,WashPost/SurveyMonkey,2016-10-08,2016-10-16,Likely Voters,1331,Internet,Nonpartisan,None,23,2016_26246_michigan,42,51,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,19,NA,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,2192,Internet,Nonpartisan,None,26,2016_26344_michigan,37,44,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,14,5,26197,Glengariff/Detroit News/WDIV,2016-10-10,2016-10-11,Likely Voters,600,Live Phone,Nonpartisan,None,28,2016_26197_michigan,33,47,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,17,NA,26115,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,687,Internet,Nonpartisan,None,33,2016_26115_michigan,38,45,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,16,0,25984,EPIC-MRA/Detroit Free Press/WXYZ-TV,2016-10-01,2016-10-03,Likely Voters,600,Live Phone,Nonpartisan,None,36,2016_25984_michigan,36,46,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,11,4,25813,Glengariff/Detroit News/WDIV,2016-09-27,2016-09-28,Likely Voters,600,Live Phone,Nonpartisan,None,41,2016_25813_michigan,39,46,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,12,NA,25555,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,991,Internet,Nonpartisan,None,54,2016_25555_michigan,44,44,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,17,0,25508,EPIC-MRA/Detroit Free Press/WXYZ-TV,2016-09-10,2016-09-13,Likely Voters,600,Live Phone,Nonpartisan,None,56,2016_25508_michigan,38,42,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,10,NA,25350,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,2428,Internet,Nonpartisan,None,68,2016_25350_michigan,44,46,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,11,3,25261,Suffolk,2016-08-22,2016-08-24,Likely Voters,500,Live Phone,Nonpartisan,None,76,2016_25261_michigan,37,44,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,17,0,25074,EPIC-MRA/Detroit Free Press/WXYZ-TV,2016-07-30,2016-08-04,Likely Voters,600,Live Phone,Nonpartisan,None,96,2016_25074_michigan,36,46,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,15,4,25056,Glengariff/Detroit News/WDIV,2016-07-30,2016-08-01,Likely Voters,600,Live Phone,Nonpartisan,None,99,2016_25056_michigan,32,41,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,8,11,24911,CBS/YouGov,2016-07-13,2016-07-15,Likely Voters,1201,Internet,Nonpartisan,None,116,2016_24911_michigan,39,42,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,31,4,24926,Marketing Resource Group (R),2016-07-11,2016-07-15,Likely Voters,800,Live Phone,Pollster,Rep,116,2016_24926_michigan,29,34,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,27,NA,24986,Mitchell Research (R)/Fox 2 Detroit/(MAHP),2016-07-05,2016-07-11,Likely Voters,600,IVR/Live Phone,Pollster,Rep,120,2016_24986_michigan,34,40,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,NA,11,24886,Gravis Marketing,2016-07-07,2016-07-08,Registered Voters,1562,Automated Phone,Nonpartisan,None,123,2016_24886_michigan,41,48,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,5,6,24843,GQR (D-Democracy Corps/Women's Voices Women Vote),2016-06-11,2016-06-20,Likely Voters,300,Live Phone,Sponsor,Dem,141,2016_24843_michigan,39,50,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,15,4,24588,Glengariff/Detroit News/WDIV,2016-05-24,2016-05-26,Likely Voters,600,Live Phone,Nonpartisan,None,166,2016_24588_michigan,39,43,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,13,NA,24153,SurveyUSA,2016-03-23,2016-03-24,Likely Voters,904,IVR/Online,Nonpartisan,None,229,2016_24153_michigan,38,49,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,16,NA,24238,EPIC-MRA/Detroit Free Press/WXYZ-TV,2016-03-19,2016-03-22,Likely Voters,600,Live Phone,Nonpartisan,None,231,2016_24238_michigan,37,47,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,13,NA,23993,NBC/WSJ/Marist,2016-03-01,2016-03-03,Registered Voters,2229,Live Phone,Nonpartisan,None,250,2016_23993_michigan,36,52,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,13,4,23917,Marketing Resource Group (R),2016-02-22,2016-02-27,Likely Voters,600,Live Phone,Pollster,Rep,255,2016_23917_michigan,39,44,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,16,NA,23078,EPIC-MRA/Detroit Free Press/WXYZ-TV,2015-10-25,2015-10-31,Likely Voters,600,Live Phone,Nonpartisan,None,374,2016_23078_michigan,38,46,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,NA,NA,22826,Mitchell Research (R)/Fox 2 Detroit,2015-09-18,2015-09-18,Likely Voters,1483,Automated Phone,Pollster,Rep,417,2016_22826_michigan,42,42,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,NA,NA,22759,Marketing Resource Group (R),2015-09-09,2015-09-14,Likely Voters,600,Live Phone,Pollster,Rep,421,2016_22759_michigan,40,43,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,14,NA,22605,EPIC-MRA/Detroit Free Press/WXYZ-TV,2015-08-18,2015-08-22,Likely Voters,600,Live Phone,Nonpartisan,None,444,2016_22605_michigan,42,44,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,NA,NA,22603,Mitchell Research (R)/Fox 2 Detroit,2015-08-10,2015-08-10,Likely Voters,1310,Automated Phone,Pollster,Rep,456,2016_22603_michigan,40,39,NA,NA
2016-michigan-president-trump-vs-clinton,2016,michigan,NA,NA,12,NA,22328,PPP (D),2015-06-25,2015-06-28,Likely Voters,1072,IVR/Online,Pollster,Dem,499,2016_22328_michigan,39,49,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,3,3,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,2609,Internet,Nonpartisan,None,1,2016_26807_arizona,42,45,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,8,3,26813,Insights West,2016-11-04,2016-11-06,Likely Voters,392,Internet,Nonpartisan,None,2,2016_26813_arizona,43,41,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,1,4,26792,Data Orbital (R),2016-11-04,2016-11-06,Likely Voters,550,Live Phone,Pollster,Rep,2,2016_26792_arizona,47,44,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,NA,7,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,354,Internet,Nonpartisan,None,2,2016_26793_arizona,50,43,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,11,NA,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,857,Internet,Nonpartisan,None,2,2016_26806_arizona,47,42,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,7,4,26711,Data Orbital (R),2016-11-01,2016-11-02,Likely Voters,550,Live Phone,Pollster,Rep,6,2016_26711_arizona,47,39,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,2,12,26682,NBC/WSJ/Marist,2016-10-30,2016-11-01,Likely Voters,719,Live Phone,Nonpartisan,None,7,2016_26682_arizona,46,41,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,6,3,26645,Lucid/The Times-Picayune,2016-10-28,2016-11-01,Likely Voters,1113,Internet,Nonpartisan,None,7,2016_26645_arizona,42,41,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,0,1,26620,CNN,2016-10-27,2016-11-01,Likely Voters,769,Live Phone,Nonpartisan,None,7,2016_26620_arizona,49,44,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,NA,4,26651,Saguaro,2016-10-29,2016-10-31,Likely Voters,2229,Internet,Nonpartisan,None,8,2016_26651_arizona,44,45,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,3,2,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,1457,Internet,Nonpartisan,None,8,2016_26596_arizona,44,43,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,8,3,26599,Data Orbital (R),2016-10-29,2016-10-30,Likely Voters,550,Live Phone,Pollster,Rep,9,2016_26599_arizona,45,41,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,NA,5,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,373,Internet,Nonpartisan,None,10,2016_26592_arizona,51,43,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,5,9,26549,CBS/YouGov,2016-10-26,2016-10-28,Likely Voters,994,Internet,Nonpartisan,None,11,2016_26549_arizona,44,42,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,10,4,26536,Data Orbital (R),2016-10-26,2016-10-27,Likely Voters,550,Live Phone,Pollster,Rep,12,2016_26536_arizona,42,40,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,NA,1,26523,Saguaro,2016-10-22,2016-10-24,Likely Voters,2385,Internet,Nonpartisan,None,15,2016_26523_arizona,46,48,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,3,3,26428,Monmouth University,2016-10-21,2016-10-24,Likely Voters,401,Live Phone,Nonpartisan,None,15,2016_26428_arizona,46,45,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,2,4,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,1550,Internet,Nonpartisan,None,15,2016_26441_arizona,42,41,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,10,3,26340,Data Orbital (R),2016-10-17,2016-10-18,Likely Voters,550,Live Phone,Pollster,Rep,21,2016_26340_arizona,41,41,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,9,8,26443,Ipsos/Reuters,2016-10-06,2016-10-18,Likely Voters,1538,Internet,Nonpartisan,None,21,2016_26443_arizona,45,38,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,7,NA,26238,WashPost/SurveyMonkey,2016-10-08,2016-10-16,Likely Voters,1028,Internet,Nonpartisan,None,23,2016_26238_arizona,47,46,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,8,4,26264,Arizona Republic/Morrison/Cronkite News,2016-10-10,2016-10-15,Likely Voters,713,Live Phone,Nonpartisan,None,24,2016_26264_arizona,38,43,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,10,8,26220,HighGround,2016-10-14,2016-10-14,Likely Voters,400,Live Phone,Nonpartisan,None,25,2016_26220_arizona,37,39,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,16,NA,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,1665,Internet,Nonpartisan,None,26,2016_26344_arizona,45,39,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,10,NA,26205,Data Orbital (R),2016-10-11,2016-10-12,Likely Voters,550,Live Phone,Pollster,Rep,27,2016_26205_arizona,42,43,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,9,1,25986,OH Predictive Insights (R),2016-09-28,2016-09-30,Likely Voters,718,IVR/Live Phone,Pollster,Rep,39,2016_25986_arizona,42,42,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,10,NA,25851,Ipsos/Reuters,2016-09-09,2016-09-29,Likely Voters,802,Internet,Nonpartisan,None,40,2016_25851_arizona,46,44,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,14,NA,25721,Data Orbital (R),2016-09-20,2016-09-22,Likely Voters,550,Live Phone,Pollster,Rep,47,2016_25721_arizona,40,38,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,19,3,25626,Insights West,2016-09-12,2016-09-14,Likely Voters,484,Internet,Nonpartisan,None,55,2016_25626_arizona,37,33,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,4,12,25445,NBC/WSJ/Marist,2016-09-06,2016-09-08,Likely Voters,649,Live Phone,Nonpartisan,None,61,2016_25445_arizona,42,41,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,9,NA,25351,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,2026,Internet,Nonpartisan,None,68,2016_25351_arizona,45,46,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,23,2,26257,Arizona Republic/Morrison/Cronkite News,2016-08-17,2016-08-31,Likely Voters,704,Live Phone,Nonpartisan,None,69,2016_26257_arizona,34,35,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,11,NA,25314,PPP (D-NELP),2016-08-26,2016-08-28,Likely Voters,837,IVR/Online,Sponsor,Dem,72,2016_25314_arizona,46,43,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,13,1,25280,OH Predictive Insights (R),2016-08-25,2016-08-27,Likely Voters,728,IVR/Live Phone,Pollster,Rep,73,2016_25280_arizona,39,40,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,0,7,25252,CNN,2016-08-18,2016-08-23,Likely Voters,809,Live Phone,Nonpartisan,None,77,2016_25252_arizona,49,44,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,5,9,25079,CBS/YouGov,2016-08-02,2016-08-05,Likely Voters,1095,Internet,Nonpartisan,None,95,2016_25079_arizona,44,42,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,16,NA,24785,PPP (D-Americans United for Change/Constitutional Responsibility Project),2016-06-22,2016-06-23,Likely Voters,691,IVR/Online,Sponsor,Dem,138,2016_24785_arizona,44,40,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,6,6,24751,OH Predictive Insights (R),2016-06-20,2016-06-20,Likely Voters,1060,Automated Phone,Pollster,Rep,141,2016_24751_arizona,42,47,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,3,6,24841,GQR (D-Democracy Corps/Women's Voices Women Vote),2016-06-11,2016-06-20,Likely Voters,300,Live Phone,Sponsor,Dem,141,2016_24841_arizona,48,43,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,13,2,24504,PPP (D),2016-05-13,2016-05-15,Likely Voters,896,IVR/Online,Pollster,Dem,177,2016_24504_arizona,40,38,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,23,NA,24357,Behavior Research Center,2016-04-04,2016-04-11,Registered Voters,564,Live Phone,Nonpartisan,None,211,2016_24357_arizona,35,42,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,15,9,24105,Merrill/WestGroup,2016-03-07,2016-03-11,Likely Voters,701,Live Phone,Nonpartisan,None,242,2016_24105_arizona,38,38,NA,NA
2016-arizona-president-trump-vs-clinton,2016,arizona,NA,NA,13,NA,23359,Strategies 360,2015-12-04,2015-12-09,Likely Voters,504,Live Phone,Nonpartisan,None,335,2016_23359_arizona,44,42,NA,NA
2016-minnesota-president-trump-vs-clinton,2016,minnesota,NA,NA,3,12,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,1292,Internet,Nonpartisan,None,1,2016_26807_minnesota,39,46,NA,NA
2016-minnesota-president-trump-vs-clinton,2016,minnesota,NA,NA,NA,4,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,330,Internet,Nonpartisan,None,2,2016_26793_minnesota,46,50,NA,NA
2016-minnesota-president-trump-vs-clinton,2016,minnesota,NA,NA,20,NA,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,762,Internet,Nonpartisan,None,2,2016_26806_minnesota,36,44,NA,NA
2016-minnesota-president-trump-vs-clinton,2016,minnesota,NA,NA,4,13,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,773,Internet,Nonpartisan,None,8,2016_26596_minnesota,37,46,NA,NA
